Unnamed: 0,scrape_id,host_id,host_listings_count,host_total_listings_count,latitude,longitude,accommodates,bathrooms,bedrooms,beds,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,distance_to_city_center,sentiment_score,average_review_length,host_profile_pic_people_visible,host_profile_pic_male_or_female,host_profile_pic_setting_indoor_outdoor,host_profile_pic_professionality,host_profile_pic_quality,picture_url_setting_indoor_outdoor
5785,20240918135550,449692327.0,58.0,59.0,52.4968,13.46542,4.0,1.0,2.0,3.0,92.0,330.0,92.0,92.0,330.0,330.0,92.0,330.0,,0.0,0.0,0.0,223.0,0.0,0.0,0.0,,,,,,,,58.0,58.0,0.0,0.0,,0.0669267001398782,0.0,,0.93701171875,0.99169921875,0.39990234375,0.12249755859375,0.92529296875,0.9990234375
5786,20240918135550,449692327.0,58.0,59.0,52.5337732145212,13.409482108093355,3.0,1.0,0.0,2.0,92.0,330.0,92.0,92.0,330.0,330.0,92.0,330.0,,0.0,0.0,0.0,167.0,0.0,0.0,0.0,,,,,,,,58.0,58.0,0.0,0.0,,0.0261608218865051,0.0,,0.93701171875,0.99169921875,0.39990234375,0.12249755859375,0.92529296875,0.99072265625
5787,20240918135550,302954580.0,9.0,9.0,52.53442086610038,13.35763257224942,4.0,1.0,2.0,2.0,5.0,365.0,4.0,5.0,365.0,365.0,5.0,365.0,,5.0,21.0,44.0,45.0,6.0,3.0,0.0,3.5,3.0,4.17,4.17,4.33,3.83,3.33,8.0,8.0,0.0,0.0,0.4,0.048900971716058,0.0148677087304613,71.16666666666667,0.93701171875,0.99169921875,0.39990234375,0.12249755859375,0.92529296875,0.9931640625
5788,20240918135550,449692327.0,58.0,59.0,52.49772833851343,13.313507594609836,5.0,1.0,1.0,4.0,92.0,330.0,92.0,92.0,330.0,330.0,92.0,330.0,,0.0,0.0,0.0,216.0,0.0,0.0,0.0,,,,,,,,58.0,58.0,0.0,0.0,,0.0870037029971192,0.0,,0.48046875,0.97412109375,0.9580078125,0.0390625,0.7958984375,0.96826171875
5789,20240918135550,449692327.0,58.0,59.0,52.54463680298135,13.421803303456766,3.0,1.0,0.0,2.0,92.0,330.0,92.0,92.0,330.0,330.0,92.0,330.0,,0.0,0.0,14.0,289.0,0.0,0.0,0.0,,,,,,,,58.0,58.0,0.0,0.0,,0.041500306684398,0.0,,0.87060546875,0.845703125,0.0028896331787109,0.0240478515625,0.9765625,0.9365234375
5790,20240918135550,449692327.0,58.0,59.0,52.51154103232928,13.455690977598032,6.0,1.0,3.0,3.0,92.0,330.0,92.0,92.0,330.0,330.0,92.0,330.0,,0.0,0.0,0.0,268.0,0.0,0.0,0.0,,,,,,,,58.0,58.0,0.0,0.0,,0.0560174999812163,0.0,,0.94189453125,0.99462890625,0.445556640625,0.392333984375,0.974609375,0.0066909790039062
5791,20240918135550,449692327.0,58.0,59.0,52.54539885738688,13.42305092060046,3.0,1.0,0.0,2.0,92.0,330.0,92.0,92.0,330.0,330.0,92.0,330.0,,0.0,0.0,0.0,227.0,2.0,2.0,0.0,3.0,3.0,3.5,3.0,2.5,4.0,2.5,58.0,58.0,0.0,0.0,0.33,0.0428145174103179,0.0197380497131931,85.5,0.51171875,0.984375,0.01971435546875,0.0013046264648437,0.80322265625,0.98828125
5792,20240918135550,511072350.0,4.0,4.0,52.4525222,13.5278652,2.0,1.0,1.0,1.0,1.0,28.0,1.0,1.0,13.0,1125.0,1.0,531.9,,24.0,54.0,82.0,317.0,26.0,23.0,0.0,4.69,4.81,4.88,4.81,4.58,4.5,4.5,4.0,4.0,0.0,0.0,1.66,0.1402525491540177,0.0128597660560582,27.96153846153846,0.93701171875,0.99169921875,0.39990234375,0.12249755859375,0.92529296875,0.98046875
5793,20240918135550,296731569.0,2.0,4.0,52.5041016,13.2907802,2.0,1.5,1.0,0.0,2.0,20.0,1.0,2.0,20.0,20.0,2.0,20.0,,2.0,20.0,20.0,20.0,7.0,2.0,2.0,5.0,4.86,5.0,4.86,4.86,4.86,4.86,2.0,1.0,1.0,0.0,0.43,0.1090642360152557,0.0190294483616756,53.0,0.8740234375,0.9970703125,0.82666015625,0.20947265625,0.77734375,0.97998046875
5794,20240918135550,355438179.0,1.0,1.0,52.523107622669336,13.440686724458454,4.0,1.5,2.0,2.0,10.0,500.0,10.0,10.0,500.0,500.0,10.0,500.0,,0.0,0.0,16.0,196.0,7.0,4.0,0.0,5.0,4.71,4.71,5.0,5.0,4.86,4.86,1.0,1.0,0.0,0.0,0.43,0.0431747809211119,0.0189263157894736,50.42857142857143,0.93701171875,0.99169921875,0.39990234375,0.12249755859375,0.92529296875,0.011871337890625
