price,predictions,latitude,longitude
$210.42,229.89868,51.4913755,-0.1982998
$163.8,206.02689,51.47251,-0.04359
$54.18,41.8678,51.46011,-0.433
$81.9,79.52539,51.54356,-0.25529
$74.34,47.799088,51.5791,-0.35051
$144.9,135.84232,51.52201758934476,-0.171067584819999
$384.3,312.2517,51.51504,-0.12743
$70.56,76.64206,51.53328,-0.20405
$118.44,127.781975,51.53709509951645,-0.0229524359678177
$173.88,216.36441,51.45842,-0.12517
$151.2,132.7695,51.48189672569813,-0.0653412337295589
$168.84,250.02809,51.52367,-0.1602
$176.4,278.6653,51.44613,-0.19123
$138.6,154.36624,51.60007,-0.13793
$351.54,386.3368,51.46249709005964,-0.1163124587165565
$201.6,235.33846,51.52657,-0.07243
$74.34,68.647415,51.45615,-0.19157
$512.82,507.69476,51.53336,-0.22009
$88.2,165.24202,51.416884320330574,-0.060782598886826
$864.36,269.4833,51.55057,-0.29624
$201.6,183.13438,51.52944931293867,-0.1306183631072311
$55.44,55.28651,51.51392313549091,-0.0648221161305119
$259.56,131.52115,51.48708932880037,-0.1956217063126459
$126.0,126.845924,51.57981,-0.0972
$113.4,139.05809,51.5395762,0.0754542
$81.9,140.42485,51.45912,-0.20909
$202.86,244.9472,51.49604,-0.18152
$138.6,147.96907,51.44746,-0.15376
$252.0,256.17426,51.51303,-0.13531
$100.8,109.76309,51.53034,-0.12235
$283.5,225.17926,51.53829,0.07714
$47.88,42.735146,51.49009,0.15663
$226.8,259.05887,51.42492,-0.1674
$166.32,179.62015,51.537481,-0.029415
$189.0,145.15842,51.42222,-0.12913
$151.2,112.931915,51.5006706,-0.4146061
$66.78,83.57055,51.34617,-0.05722
$220.5,279.33163,51.53949,-0.1445
$44.1,70.433685,51.47849,-0.1034
$526.68,545.80365,51.51761,-0.14656
$214.2,192.15883,51.49806,-0.02015
$189.0,381.2064,51.42108800267079,-0.1465158304819482
$270.9,250.213,51.4467,-0.11058
$221.76,224.0188,51.52138178769314,-0.1179233451693795
$574.5600000000001,357.84906,51.51481824820806,-0.1480623388362885
$315.0,236.01016,51.51974032508768,-0.2007274702191352
$239.4,289.01837,51.528248592467214,-0.0641288566721782
$100.8,138.60057,51.5517986,-0.2418253
$70.56,92.82708,51.54703,-0.07512
$68.04,124.42607,51.5007,0.08917
$391.86,298.4448,51.5101,-0.14571
$196.56,259.18048,51.488689,-0.144864
$110.88,141.34976,51.4531216,-0.2327419
$75.6,89.941376,51.45452,-0.09813
$52.92,37.879303,51.47262,-0.28532
$456.12,311.4586,51.518495,-0.1345289
$892.08,557.89435,51.50918,-0.12153
$214.2,190.0376,51.5045950778641,0.0237777829170227
$75.6,60.388786,51.42766,-0.33782
$171.36,196.72957,51.48169997735957,-0.1469406531013055
$309.96,292.34528,51.4756913,-0.1494787
$201.6,176.55702,51.61338,-0.16672
$308.7,209.00082,51.48531567760306,-0.2186317042392907
$287.28000000000003,262.35898,51.557789995964974,-0.2891559113756913
$64.26,53.687668,51.50981,-0.2156
$248.22,336.39273,51.5423,0.15743
$47.88,54.514862,51.5702362295028,0.0056302919983863
$415.8,435.95538,51.50612,-0.23383
$497.7,515.65826,51.56093,-0.12119
$660.24,425.7623,51.51197724173835,-0.1551208685225317
$352.8,417.286,51.52309,-0.14163
$211.68,252.6208,51.52147,-0.1361
$54.18,59.08157,51.46636199951172,0.0914900004863739
$355.32,246.54591,51.51635,-0.13667
$65.52,74.73124,51.54006006247617,-0.1860294623918729
$65.52,73.19866,51.54710388183594,0.0074579999782145
$574.5600000000001,475.0692,51.47327,-0.1823
$65.52,72.50686,51.40542,-0.03481
$46.62,86.31994,51.58757,-0.14316
$236.88,156.4517,51.49854766313969,-0.2091750327844584
$32.76,65.39058,51.59118960000001,-0.328615
$250.74,175.75691,51.477255172195136,-0.1059975683736363
$35.28,59.964764,51.52661,-0.03617
$201.6,193.90305,51.53571,-0.22409
$50.4,96.766914,51.5667833,0.0103927
$132.3,197.83575,51.53469,0.08105
$100.8,92.97559,51.462498,-0.110763
$151.2,91.38869,51.47811,-0.08104
$325.08,295.31616,51.5099276,-0.0674908
$50.4,220.34026,51.46831,-0.12594
$229.32,207.60287,51.52959,-0.09292
$395.64,306.85504,51.51434212586516,0.0104662809937403
$301.14,281.10522,51.4857848,-0.2111328
$85.68,81.72228,51.52955,-0.13369
$34.02,29.199142,51.49803,0.12602
$71.82000000000001,88.471245,51.4578657,-0.1918798
$55.44,70.02012,51.47396,0.19166
$162.54,208.14365,51.5222115916748,-0.072899241064344
$160.02,226.84799,51.54421173995411,-0.1241909556300547
$114.66,126.609184,51.4435,-0.1294
$326.34,496.4699,51.50269,-0.08289
$61.74,66.86479,51.51621627807617,-0.0567350015044212
$126.0,101.70982,51.51159,-0.19674
$117.18,213.00182,51.567975,-0.2743055
$147.42,143.90808,51.50877,-0.07103
$138.6,93.477516,51.51018,-0.27788
$264.6,360.35687,51.48909,-0.11336
$170.1,210.8166,51.49731,-0.10505
$282.24,194.09984,51.50004,-0.20671
$332.64,300.27383,51.49158210824057,-0.148435159523461
$114.66,263.40167,51.51109,-0.14324
$226.8,241.0463,51.55864677064624,-0.0652920050661906
$75.6,65.26773,51.45266,0.01735
$246.96,329.66364,51.52325,-0.09207
$220.5,333.53705,51.56941948321423,-0.061733949459453
$69.3,61.340755,51.52877,-0.46088
$441.0,333.62042,51.51354,-0.13055
$294.84,223.62955,51.51599085347647,-0.151208912775611
$201.6,170.3035,51.453783580290704,-0.0964693986920983
$103.32000000000001,76.32413,51.607021,-0.0915288
$139.86,202.9674,51.51526982575843,-0.0626690689948421
$93.24,125.61435,51.59027345734469,-0.0406198060266439
$199.08,218.22632,51.487026383373866,-0.1823408917526102
$388.08,312.29742,51.52974,-0.09
$441.0,472.90457,51.48523,-0.18619
$234.36,305.96863,51.51571063494128,-0.0741717174744433
$573.3,466.4662,51.50112904514406,-0.1857798273036829
$138.6,113.31267,51.60422,-0.05944
$336.42,498.2782,51.52454376220703,-0.1803610026836395
$133.56,120.41497,51.53437,-0.23468
