y_test,y_pred
290.0,195.1095605240576
240.0,194.97614158723565
100.0,103.58443076158525
186.0,224.54345222559036
78.0,126.11813130510934
152.0,152.11837399723368
106.0,81.80059658480229
107.0,126.12896675748102
105.0,155.91760716030524
180.0,326.8264516420202
70.0,54.057191090824475
90.0,163.2938546471161
28.0,95.22154739378466
227.0,184.81807336546154
70.0,94.51385943551354
53.0,78.81575306775449
171.0,201.71809573842148
290.0,240.32358865282208
110.0,132.85090100943683
199.0,147.97079497820067
126.0,166.36986210762302
65.0,150.40957647155716
260.0,182.81777817237736
70.0,59.807002553441166
130.0,94.19442979906248
126.0,280.75519798259745
60.0,184.31472827578395
19.0,508.3788756678557
521.0,462.2690941554542
90.0,158.71759675639325
68.0,173.23705551211148
109.0,111.45845554727075
140.0,156.02472244629533
94.0,134.03448289344786
220.0,171.1815791644863
60.0,93.21672827318935
120.0,113.78701933167285
165.0,124.72360111799469
100.0,98.43805239160042
60.0,122.71461066498563
245.0,190.71288943114047
200.0,146.372371622843
45.0,117.76057469739511
89.0,126.63207819041841
85.0,116.37815275644826
87.0,166.2988557741599
204.0,181.71642242445665
200.0,205.24660246219585
211.0,207.0168892217231
85.0,170.39117588333812
279.0,235.6598020727884
140.0,143.08669072846226
79.0,166.83068259770982
56.0,94.91007308588154
80.0,224.2026076417646
451.0,268.246257833064
130.0,237.21367969213645
72.0,159.3306090073943
90.0,186.15003599261615
115.0,236.20617895310494
130.0,222.9027322328208
68.0,137.89815251432253
50.0,106.60316596187542
493.0,213.82568023784188
300.0,363.4188012706226
65.0,61.40799580442217
60.0,77.66355571966245
100.0,94.2976882520113
45.0,85.82956601489948
129.0,236.22508458021187
116.0,242.7396598315283
119.0,186.99468978424898
116.0,195.35111600040722
99.0,116.31802698915911
35.0,188.50658517737108
60.0,138.3740850281019
90.0,151.60604296980654
80.0,125.4311626973323
120.0,176.03649309841293
65.0,114.90547834508685
69.0,110.93199365388546
100.0,147.31714321875907
73.0,263.4274934038842
70.0,107.88672228766423
86.0,104.0053132651596
130.0,112.32790701607388
212.0,149.1173529957136
73.0,77.61927581688008
143.0,81.10710065511867
110.0,122.85390969485123
250.0,122.25610669004206
38.0,108.79473107838689
100.0,175.98679182362133
200.0,157.85327697065617
18.0,101.52783021444753
20.0,122.25442046460498
105.0,140.069487370431
189.0,128.61808648679843
104.0,159.4226224251294
80.0,167.62487658459852
150.0,210.80758729737727
119.0,161.57570957402606
40.0,93.86679766632969
57.0,86.88817265664125
49.0,85.49939452844217
99.0,113.50330588833114
104.0,80.9400421693077
104.0,100.34025212667324
59.0,110.72638671059545
74.0,115.81059862493075
65.0,110.74055888291595
31.0,103.7805316511404
103.0,110.05466841584139
186.0,162.4021560060162
295.0,314.8085523582995
61.0,122.13744909355187
103.0,88.86855843828945
96.0,306.52652243436694
120.0,101.64051479783637
52.0,117.19724779432588
60.0,49.94118275188461
60.0,195.9993773804501
50.0,113.3166537717916
60.0,100.72572027841613
162.0,255.92734385083264
153.0,146.87907451627075
153.0,148.70119581939278
36.0,114.07692338187147
60.0,160.74463231040437
116.0,166.63984590699548
110.0,107.97611601572252
137.0,182.30071183653587
80.0,101.01414492127545
90.0,107.05989225262596
103.0,131.42466221356017
180.0,106.48373932166515
60.0,126.64157525897663
59.0,108.9936256380237
85.0,145.9175025580465
81.0,109.43362499211668
103.0,88.19739588341355
54.0,117.14298901166163
31.0,103.89076915099419
59.0,117.65308421673255
119.0,229.9055799868025
45.0,107.76074584664005
95.0,167.63502936201255
115.0,185.68774063368673
65.0,94.1797184678579
90.0,125.31280695097415
65.0,121.89820036220982
73.0,79.51391964164395
60.0,112.65728189881892
89.0,167.3341636341836
160.0,232.09557453208245
140.0,144.4876660618781
91.0,182.505563003828
125.0,96.65723781528807
160.0,281.09821894313416
48.0,101.72029033413929
425.0,315.0022013267652
46.0,108.71615452015986
156.0,313.6850567226216
64.0,103.5849021057823
65.0,107.06866652672329
101.0,125.45156986250151
353.0,429.91327226807346
90.0,78.59768844987045
255.0,208.12768228076808
74.0,117.6421659393348
290.0,112.13381947006587
65.0,83.93330531020467
141.0,112.13650759186422
55.0,96.92538019381178
172.0,79.8071045161325
109.0,110.98158552319744
96.0,153.72469022096487
95.0,166.15789068766293
74.0,109.34324119831268
129.0,78.00861970339031
84.0,170.19416792174593
85.0,111.53607856012307
136.0,88.96045032970002
70.0,95.37791046516148
157.0,108.31231230441233
135.0,206.4364605487999
63.0,119.91215343052613
43.0,105.37071034421692
50.0,95.60495288209862
48.0,113.48680346765111
70.0,109.05441796529247
31.0,91.95782195066774
120.0,100.97731216969217
150.0,89.82015391238747
120.0,91.67834481113891
42.0,101.26086366077672
85.0,94.8727909065446
141.0,154.64384550450353
104.0,175.6292054837508
216.0,138.43310586026783
60.0,104.74592040000488
37.0,109.00856601026196
70.0,96.79237809996567
105.0,220.99465844258765
32.0,133.34640861694348
75.0,50.78668413596759
75.0,64.92033196890151
90.0,136.4659279424798
83.0,108.84426810424904
139.0,223.86953867121082
160.0,95.19459550417601
140.0,138.4122832225109
120.0,104.88611453350399
129.0,205.51839084877312
89.0,95.39320006524754
62.0,107.69888365068778
90.0,185.24035990804433
85.0,148.4578666411906
130.0,87.16998440270845
25.0,115.01656929072249
100.0,105.87224458286957
119.0,213.88426280874222
50.0,152.0369253374717
180.0,150.11418493853358
41.0,93.5422078525549
32.0,97.6990668348935
41.0,101.02143669187696
750.0,113.64765884715824
42.0,159.4999940996437
39.0,64.57349134298869
55.0,116.03212129053912
95.0,148.13799330774094
46.0,71.45095386109917
160.0,101.02185175031103
79.0,89.24139126509311
71.0,120.53925889034312
45.0,103.67989665491481
56.0,39.2684184123205
214.0,288.2107776482329
149.0,138.63456041185552
40.0,88.59266642383807
239.0,138.4052572410687
287.0,152.0473343996111
287.0,175.15441727546158
239.0,137.1408583864917
31.0,161.22046918969266
27.0,111.40183658956634
87.0,110.86498600917726
195.0,191.57787489785792
69.0,93.54366380489755
70.0,180.71441729767247
70.0,176.22271519307768
139.0,114.86967808233669
55.0,161.2286064428642
83.0,137.45446952196482
45.0,294.4899731748856
78.0,150.7562105388729
55.0,75.13202250332
119.0,119.34725929501198
110.0,116.78272076754703
57.0,108.48196351687695
80.0,151.84655561735295
59.0,84.33519053664341
54.0,76.7487198154377
55.0,114.67205360347688
85.0,154.59313037589467
44.0,110.3457653980542
190.0,102.2462690565186
60.0,75.53174485686549
345.0,246.4259497710271
75.0,89.72021022057113
40.0,156.43022317361095
75.0,98.67496440804416
