mse,r2,cv_mean_score,p_values
18489.39155680692,0.22391042635491132,0.1931448836307213,"[np.float64(8.805354259999731e-05), np.float64(0.0), np.float64(1.2596369367567917e-06), np.float64(0.0007132431742709056), np.float64(1.6168795191617846e-08), np.float64(0.00415406482443581), np.float64(0.3581212806784122), np.float64(0.00022601453885151557)]"
