mse,r2,cv_mean_score,p_values
19752.271399344925,0.1709012250759505,-0.13307404789053462,"[np.float64(2.9838412092866957e-137), np.float64(1.8193783000565097e-42), np.float64(1.8907912004793744e-82), np.float64(8.144589636220272e-64), np.float64(0.13547106429525146), np.float64(0.0027540057861194568), np.float64(0.0002949836840031879)]"
